harbor_name,geometry
Bandholm Havn,0103000020E61000000100000006000000F3380CE6AFF8264091F12895F06A4B40F3380CE6AFF82640A4703D0AD76B4B407024D06053FF2640A4703D0AD76B4B407024D06053FF264091F12895F06A4B4026A94C3107F9264091F12895F06A4B40F3380CE6AFF8264091F12895F06A4B40
Blans Havn,0103000020E610000001000000060000005C8FC2F528DC2640DDB1D826156F4B405C8FC2F528DC26408FC2F5285C6F4B401D8EAED2DDDD26408FC2F5285C6F4B401D8EAED2DDDD2640DDB1D826156F4B40DCD7817346DC2640DDB1D826156F4B405C8FC2F528DC2640DDB1D826156F4B40
Nakskov,0103000020E61000000100000006000000AEF199EC9F372640F10D85CFD6694B40AEF199EC9F372640473B6EF8DD6A4B402EE3A6069A472640473B6EF8DD6A4B402EE3A6069A472640F10D85CFD6694B40B7973446EB382640F10D85CFD6694B40AEF199EC9F372640F10D85CFD6694B40
Hestehoved Lystbådehavn,0103000020E61000000100000006000000FFCBB56801322640355EBA490C6A4B407171546EA22E2640355EBA490C6A4B407171546EA22E264073F56393FC6A4B40FFCBB5680132264073F56393FC6A4B40FFCBB56801322640B63176C24B6A4B40FFCBB56801322640355EBA490C6A4B40
Tars Fiskeri- og Lystbadehavn,0103000020E610000001000000060000004582A966D60A2640DD9733DB15704B404582A966D60A2640713D0AD7A3704B405A643BDF4F0D2640713D0AD7A3704B405A643BDF4F0D2640DD9733DB15704B401A31B3CF630C2640DD9733DB15704B404582A966D60A2640DD9733DB15704B40
Langø Havn,0103000020E610000001000000060000009ACDE33098072640CD599F724C684B409ACDE330980726403FA88B14CA684B405DC30C8D270A26403FA88B14CA684B405DC30C8D270A2640CD599F724C684B405F402FDCB9082640CD599F724C684B409ACDE33098072640CD599F724C684B40
Kramnitse Havn,0103000020E6100000010000000600000093E4B9BE0F7F264012F6ED24225A4B4093E4B9BE0F7F26406C054D4BAC5A4B40CF30B5A50E8226406C054D4BAC5A4B40CF30B5A50E82264012F6ED24225A4B4030664B564580264012F6ED24225A4B4093E4B9BE0F7F264012F6ED24225A4B40
Hornbæk Havn,0103000020E61000000100000006000000BA15C26A2CE928401D5A643BDF0B4C40BA15C26A2CE92840C0CE4D9B710C4C4093FFC9DFBDEB2840C0CE4D9B710C4C4093FFC9DFBDEB28401D5A643BDF0B4C400E85CFD6C1E928401D5A643BDF0B4C40BA15C26A2CE928401D5A643BDF0B4C40
Gilleleje Havn,0103000020E61000000100000006000000B003E78C289D28405DFE43FAED0F4C40B003E78C289D28400C207C28D1104C4001F73C7FDAA028400C207C28D1104C4001F73C7FDAA028405DFE43FAED0F4C400A1346B3B29D28405DFE43FAED0F4C40B003E78C289D28405DFE43FAED0F4C40
Grenaa,0103000020E61000000100000006000000F6285C8FC2D5254049A12C7C7D334C40F6285C8FC2D52540C2A4F8F884364C40F37519FED3E52540C2A4F8F884364C40F37519FED3E5254049A12C7C7D334C404FADBEBA2AD8254049A12C7C7D334C40F6285C8FC2D5254049A12C7C7D334C40
Anholt Havn,0103000020E61000000100000006000000C3F5285C8F022740DF5339ED295B4C40C3F5285C8F022740F84F3750E05B4C4049D8B79388082740F84F3750E05B4C4049D8B79388082740DF5339ED295B4C409B9141EE22042740DF5339ED295B4C40C3F5285C8F022740DF5339ED295B4C40
Østerby Havn,0103000020E61000000100000006000000EB1D6E87863D26404CC45BE7DFA84C40EB1D6E87863D2640D95BCAF962A94C40A9BD88B663422640D95BCAF962A94C40A9BD88B6634226404CC45BE7DFA84C4089096AF8163E26404CC45BE7DFA84C40EB1D6E87863D26404CC45BE7DFA84C40
